aam a dutch and german measure of liquids varying in different cities being at amsterdam about  wine gallons at antwerp   at hamburg
tallwood	firewood cut into billets of a certain length
tallyman	one who keeps the tally or marks the sticks
taluk	a large estate esp one constituting a revenue district or dependency the native proprietor of which is responsible for the collection and payment of the public revenue due from it
tamaric	a shrub or tree supposed to be the tamarisk or perhaps some kind of heath
tampion	a wooden stopper or plug as for a cannon or other piece of ordnance when not in use
tamtam	a kind of drum used in the east indies and other oriental countries  called also tomtom
tang	a coarse blackish seaweed fuscus nodosus
tangerine	a kind of orange much like the mandarin but of deeper color and higher flavor it is said to have been produced in america from the mandarin
tanglefish	the sea adder or great pipefish of europe
tanist	in ireland a lord or proprietor of a tract of land or of a castle elected by a family under the system of tanistry
tank	a small indian dry measure averaging  grains in weight also a bombay weight of  grains for pearls
tannage	a tanning the act operation or result of tanning
tantalization	the act of tantalizing or state of being tantalized
tapa	a kind of cloth prepared by the polynesians from the inner bark of the paper mulberry  sometimes called also kapa
tapeline	a painted tape marked with linear dimensions as inches feet etc and often inclosed in a case  used for measuring
tapeti	a small south american hare lepus braziliensis
taplash	bad small beer also the refuse or dregs of liquor
tapper	the lesser spotted woodpecker dendrocopus minor  called also tapperer tabberer little wood pie barred woodpecker wood tapper hickwall and pump borer
taproot	the root of a plant which penetrates the earth directly downward to a considerable depth without dividing
tarboosh	a red cap worn by turks and other eastern nations sometimes alone and sometimes swathed with linen or other stuff to make a turban see fez
tarente	a harmless lizard of the gecko family platydactylus mauritianicus found in southern europe and adjacent countries especially among old walls and ruins
targeteer	one who is armed with a target or shield
tariff	a schedule system or scheme of duties imposed by the government of a country upon goods imported or exported as a revenue tariff a protective tariff clays compromise tariff u s
tarpan	a wild horse found in the region of the caspian sea
tarragon	a plant of the genus artemisa a dracunculus much used in france for flavoring vinegar
tarry	consisting of or covered with tar like tar
tarsectomy	the operation of excising one or more of the bones of the tarsus
tarsometatarsus	the large bone next the foot in the leg of a bird it is formed by the union of the distal part of the tarsus with the metatarsus
tarsus	the ankle the bones or cartilages of the part of the foot between the metatarsus and the leg consisting in man of seven short bones
tartarine	potassium carbonate obtained by the incineration of tartar
